licenseNumber,licenseType,licenseStatus,businessDbaName,businessLegalName,premiseCounty,issueDate,expirationDate,licenseTerm,licenseDesignation,businessOwnerName,businessEmail,businessPhone,activity,licenseStatusDate,businessStructure
CCL19-0001450,Cultivation -  Medium Outdoor,Expired,Data Not Available,"Pozo Management Group, LLC",San Luis Obispo,10/11/2019 0:00,10/11/2020 0:00,Provisional,Adult-Use,"Levi Beanway, Shane Reitz, Tim Reed",Data Not Available,(805) 403-2915,Data Not Available,11/10/2020 0:00,Corporation
CCL19-0001452,Cultivation -  Specialty Indoor,Revoked,Data Not Available,Ingrid Inc.,Mendocino,11/26/2019 0:00,11/26/2020 0:00,Provisional,Adult-Use,Gabriel Martin,Data Not Available,(707) 357-4734,Data Not Available,11/18/2020 0:00,Corporation
CCL19-0001453,Cultivation -  Specialty Cottage Mixed-Light Tier 2,Expired,Data Not Available,Primitive Farms,San Luis Obispo,6/20/2019 0:00,6/20/2023 0:00,Annual,Medicinal,"Pamela Burgett, Richard Burgett",Data Not Available,(805) 550-1486,Data Not Available,7/20/2023 0:00,Corporation
CCL19-0001454,Cultivation -  Small Mixed-Light Tier 2,Active,Data Not Available,"FLRish Farms Cultivation 2, LLC",Monterey,8/15/2019 0:00,8/15/2024 0:00,Annual,Adult-Use,"Conrad Gregory, John Nichols, Jonathon Pottle, Mark Ravner, Patricia Brooks",Data Not Available,(510) 610-7444,Data Not Available,8/14/2023 0:00,Limited Liability Company
CCL19-0001456,Cultivation -  Small Outdoor,Active,Data Not Available,Yee Vang,Trinity,12/3/2019 0:00,12/3/2024 0:00,Annual,Adult-Use,Yee Vang,Data Not Available,(209) 272-2363,Data Not Available,11/9/2023 0:00,Sole Proprietorship
CCL19-0001457,Cultivation -  Small Outdoor,Active,Data Not Available,Tilth LLC,Mono,8/13/2019 0:00,8/13/2024 0:00,Annual,Adult-Use,Eric Edgerton,Data Not Available,(775) 291-1480,Data Not Available,8/13/2023 0:00,Limited Liability Company
CCL19-0001458,Cultivation -  Small Outdoor,Expired,Data Not Available,Tilth LLC,Mono,10/21/2019 0:00,10/21/2022 0:00,Provisional,Adult-Use,Eric Edgerton,Data Not Available,(775) 291-1480,Data Not Available,11/20/2022 0:00,Limited Liability Company
CCL19-0001459,Cultivation -  Medium Outdoor,Expired,Data Not Available,Tilth LLC,Mono,9/12/2019 0:00,9/12/2022 0:00,Provisional,Adult-Use,Eric Edgerton,Data Not Available,(775) 291-1480,Data Not Available,10/12/2022 0:00,Limited Liability Company
CCL19-0001460,Cultivation -  Small Outdoor,Active,Data Not Available,John Buell,Trinity,7/18/2019 0:00,7/18/2024 0:00,Annual,Medicinal,John Buell,Data Not Available,(415) 310-8883,Data Not Available,7/18/2023 0:00,Sole Proprietorship
CCL19-0001461,Cultivation -  Medium Mixed-Light Tier 1,Active,Data Not Available,"Perch Creek Dream, LLC",Humboldt,1/14/2020 0:00,1/14/2025 0:00,Annual,Adult-Use,William James Brengle,Data Not Available,(530) 627-3545,Data Not Available,1/4/2024 0:00,Limited Liability Company
CCL19-0001462,Cultivation -  Medium Mixed-Light Tier 1,Active,Data Not Available,Kalifornia Green Akres,Humboldt,10/2/2019 0:00,10/2/2024 0:00,Provisional,Medicinal,"Candace Starr, Phillip Heredia",Data Not Available,(310) 733-0705,Data Not Available,8/29/2023 0:00,Corporation
CCL19-0001463,Cultivation -  Small Outdoor,Active,Data Not Available,Mountain High Farms Inc.,Mendocino,10/31/2019 0:00,10/31/2024 0:00,Provisional,Adult-Use,"David Meuschke, Lauren Meuschke-Kain, Lynn Stampfli",Data Not Available,(707) 489-3842,Data Not Available,10/30/2023 0:00,Corporation
CCL19-0001464,Cultivation -  Medium Outdoor,Expired,Data Not Available,36 Works LLC,Humboldt,11/21/2019 0:00,11/21/2021 0:00,Annual,Adult-Use,Ronald Mattson,Data Not Available,(707) 502-7441,Data Not Available,12/21/2021 0:00,Limited Liability Company
CCL19-0001465,Cultivation -  Small Mixed-Light Tier 2,Active,Data Not Available,"FLRish Farms Cultivation 2, LLC",Monterey,8/15/2019 0:00,8/15/2024 0:00,Annual,Adult-Use,"Conrad Gregory, John Nichols, Jonathon Pottle, Marc Ravner, Patricia Brooks",Data Not Available,(510) 610-7444,Data Not Available,8/14/2023 0:00,Limited Liability Company
CCL19-0001466,Cultivation -  Small Mixed-Light Tier 2,Active,Data Not Available,"FLRish Farms Cultivation 2, LLC",Monterey,8/15/2019 0:00,8/15/2024 0:00,Annual,Adult-Use,"Conrad Gregory, John Nichols, Jonathon Pottle, Marc Ravner, Patricia Brooks",Data Not Available,(510) 610-7444,Data Not Available,8/14/2023 0:00,Limited Liability Company
CCL19-0001467,Cultivation -  Small Mixed-Light Tier 2,Active,Data Not Available,"FLRish Farms Cultivation 2, LLC",Monterey,8/15/2019 0:00,8/15/2024 0:00,Annual,Adult-Use,"Conrad Gregory, John Nichols, Jonathon Pottle, Marc Ravner, Patricia Brooks",Data Not Available,(510) 610-7444,Data Not Available,8/14/2023 0:00,Limited Liability Company
CCL19-0001468,Cultivation -  Small Mixed-Light Tier 2,Active,Data Not Available,"FLRish Farms Cultivation 2, LLC",Monterey,8/15/2019 0:00,8/15/2024 0:00,Annual,Adult-Use,"Conrad Gregory, John Nichols, Jonathon Pottle, Marc Ravner, Patricia Brooks",Data Not Available,(510) 610-7444,Data Not Available,8/14/2023 0:00,Limited Liability Company
CCL19-0001469,Cultivation -  Specialty Mixed-Light Tier 1,Expired,Data Not Available,36 Works LLC,Humboldt,11/21/2019 0:00,11/21/2021 0:00,Annual,Adult-Use,Ronald Mattson,Data Not Available,(707) 502-7441,Data Not Available,12/21/2021 0:00,Limited Liability Company
CCL19-0001475,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,"Wave Rider Nursery, LLC",Monterey,8/29/2019 0:00,8/29/2021 0:00,Provisional,Adult-Use,"Chris Boggs, Richard Carson",Data Not Available,(805) 712-3103,Data Not Available,9/28/2021 0:00,Limited Liability Company
CCL19-0001476,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,"Wave Rider Nursery, LLC",Monterey,9/18/2019 0:00,9/18/2023 0:00,Provisional,Adult-Use,"Chris Boggs, Richard Carson",Data Not Available,(805) 712-3103,Data Not Available,10/18/2023 0:00,Limited Liability Company
CCL19-0001477,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,"Wave Rider Nursery, LLC",Monterey,9/18/2019 0:00,9/18/2023 0:00,Provisional,Adult-Use,"Chris Boggs, Richard Carson",Data Not Available,(805) 712-3103,Data Not Available,10/18/2023 0:00,Limited Liability Company
CCL19-0001479,Cultivation -  Small Outdoor,Active,Data Not Available,"Dream Shelf, LLC",Sonoma,10/16/2019 0:00,10/16/2024 0:00,Provisional,Adult-Use,Anatoliy Kreshchenovskiy,Data Not Available,(707) 477-4342,Data Not Available,8/22/2023 0:00,Limited Liability Company
CCL19-0001482,Cultivation -  Nursery,Expired,Data Not Available,"Tall Tree Orgins, LLC",Mendocino,10/2/2019 0:00,10/2/2020 0:00,Provisional,Adult-Use,"Carson Eggerding, Kevin McDonald McDonald, Shane Gary",Data Not Available,(707) 391-3382,Data Not Available,11/1/2020 0:00,Limited Liability Company
CCL19-0001484,Cultivation -  Small Indoor,Expired,Data Not Available,D BLOCK INC.,Riverside,10/28/2019 0:00,10/28/2022 0:00,Annual,Adult-Use,"Ernest Ortiz, Gerald Ortiz, Max Phillips",Data Not Available,(310) 683-9025,Data Not Available,11/27/2022 0:00,Corporation
CCL19-0001485,Cultivation -  Small Mixed-Light Tier 1,Active,Data Not Available,New Industry Products,Mendocino,12/10/2019 0:00,12/10/2024 0:00,Provisional,Adult-Use,Simi Tour,Data Not Available,(707) 272-4756,Data Not Available,12/7/2023 0:00,Sole Proprietorship
CCL19-0001487,Cultivation -  Specialty Outdoor,Active,Data Not Available,Caja Investment Inc.,Humboldt,12/10/2019 0:00,12/10/2024 0:00,Annual,Medicinal,Angie Jeong,Data Not Available,(213) 984-7170,Data Not Available,10/30/2023 0:00,Corporation
CCL19-0001488,Cultivation -  Specialty Indoor,Active,Data Not Available,"All In A Day, Inc.",Los Angeles,11/20/2019 0:00,11/20/2024 0:00,Provisional,Adult-Use,"Jason Tenney, Jeffrey Haber",Data Not Available,(818) 581-1270,Data Not Available,11/17/2023 0:00,Corporation
CCL19-0001490,Cultivation -  Small Outdoor,Expired,Data Not Available,Flora Coast Inc.,Santa Barbara,6/10/2019 0:00,6/10/2023 0:00,Provisional,Medicinal,"Adam Palmer, Amir-Hamsa Eskandari, Ivan Van Wingerden, Kristin Van Wingerden, Michael Palmer, Philip Greene",Data Not Available,(805) 684-5566,Data Not Available,7/10/2023 0:00,Corporation
CCL19-0001491,Cultivation -  Specialty Mixed-Light Tier 1,Surrendered,Data Not Available,FEM-O-RAL FARMS SOHUMBOLDT,Humboldt,11/21/2019 0:00,11/21/2022 0:00,Provisional,Adult-Use,William Rolff,Data Not Available,(707) 923-1014,Data Not Available,2/11/2022 0:00,Sole Proprietorship
CCL19-0001493,Cultivation -  Specialty Outdoor,Active,Data Not Available,FEM-O-RAL FARMS SOHUMBOLDT,Humboldt,2/4/2020 0:00,2/4/2024 0:00,Annual,Adult-Use,William Rolff,Data Not Available,(707) 923-1014,Data Not Available,12/6/2023 0:00,Sole Proprietorship
CCL19-0001500,Cultivation -  Specialty Indoor,Surrendered,Data Not Available,"Firehouse Health Care Industries, Inc.",San Bernardino,10/30/2019 0:00,10/30/2023 0:00,Provisional,Adult-Use,"Cesar McGuire, Gilberto McGuire",Data Not Available,(909) 800-1103,Data Not Available,5/5/2023 0:00,Corporation
CCL19-0001501,Cultivation -  Specialty Outdoor,Active,Data Not Available,"Pure Nature, LLC",Humboldt,10/3/2019 0:00,10/3/2024 0:00,Annual,Adult-Use,"April newlander, Nathan Chevalier",Data Not Available,(707) 223-0508,Data Not Available,9/21/2023 0:00,Limited Liability Company
CCL19-0001502,Cultivation -  Small Mixed-Light Tier 2,Active,Data Not Available,"Oaxaca Vine, LLC",Humboldt,3/4/2020 0:00,3/4/2024 0:00,Annual,Adult-Use,Adam Almquist,Data Not Available,(917) 685-2753,Data Not Available,1/4/2024 0:00,Limited Liability Company
CCL19-0001503,Cultivation -  Small Outdoor,Expired,Data Not Available,36 Works LLC,Humboldt,11/21/2019 0:00,11/21/2023 0:00,Annual,Medicinal,Ronald Mattson,Data Not Available,(707) 502-7441,Data Not Available,12/21/2023 0:00,Limited Liability Company
CCL19-0001505,Cultivation -  Medium Outdoor,Expired,Data Not Available,Rocky Top Farms,San Luis Obispo,7/29/2019 0:00,7/29/2020 0:00,Provisional,Adult-Use,"Abbas Khallaghi, Dan Shinn",Data Not Available,(805) 709-4045,Data Not Available,8/28/2020 0:00,Limited Liability Company
CCL19-0001506,Cultivation -  Specialty Cottage Outdoor,Expired,Data Not Available,"Pure Nature, LLC",Humboldt,5/28/2019 0:00,5/28/2022 0:00,Annual,Adult-Use,"April Newlander, Nathan Chevalier",Data Not Available,(707) 223-0508,Data Not Available,6/27/2022 0:00,Limited Liability Company
CCL19-0001508,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,Green Werks LLC,Trinity,1/16/2020 0:00,1/16/2022 0:00,Annual,Adult-Use,Colton Murrison,Data Not Available,(530) 515-5935,Data Not Available,2/15/2022 0:00,Limited Liability Company
CCL19-0001509,Cultivation -  Nursery,Expired,Data Not Available,Hill Cat Industries,Mendocino,1/10/2020 0:00,1/10/2022 0:00,Provisional,Adult-Use,Charlie Tour,Data Not Available,(707) 621-2774,Data Not Available,2/9/2022 0:00,Limited Liability Company
CCL19-0001510,Cultivation - Large Outdoor,Active,Data Not Available,Mad River Family Farms,Humboldt,12/3/2019 0:00,10/10/2024 0:00,Annual,Adult-Use,Data Not Available,Data Not Available,(707) 273-2401,Data Not Available,12/6/2023 0:00,Limited Liability Company
CCL19-0001510-HIST001,Cultivation -  Medium Outdoor,Not in Operation,Data Not Available,Mad River Family Farms,Humboldt,10/10/2023 0:00,12/3/2023 0:00,Annual,Adult-Use,Meghan Moody,Data Not Available,(707) 273-2401,Data Not Available,10/10/2023 0:00,Limited Liability Company
CCL19-0001511,Cultivation -  Medium Outdoor,Active,Data Not Available,"Golden Greens, LLC",Riverside,1/13/2020 0:00,1/13/2024 0:00,Provisional,Adult-Use,"Kieu Chau, Simon Ung",Data Not Available,(626) 660-6568,Data Not Available,11/14/2023 0:00,Limited Liability Company
CCL19-0001512,Cultivation -  Nursery,Active,Data Not Available,New Industry Products,Mendocino,1/10/2020 0:00,1/10/2024 0:00,Provisional,Adult-Use,Simi Tour,Data Not Available,(707) 272-4756,Data Not Available,11/11/2023 0:00,Sole Proprietorship
CCL19-0001513,Cultivation -  Medium Indoor,Active,Data Not Available,Black Lion Farms LLC,Riverside,9/9/2019 0:00,9/9/2024 0:00,Annual,Adult-Use,"Chris Martin, Dan Thompson, Greg Gamet, Laurie Holcomb Thompson",Data Not Available,(720) 352-2380,Data Not Available,9/1/2023 0:00,Limited Liability Company
CCL19-0001514,Cultivation -  Small Indoor,Expired,Data Not Available,Black Lion Farms LLC,Riverside,9/9/2019 0:00,9/9/2020 0:00,Annual,Adult-Use,"Chris Martin, Daniel Thompson, Greg Gamet, Laurie Holcomb Thompson",Data Not Available,(720) 352-2380,Data Not Available,10/9/2020 0:00,Limited Liability Company
CCL19-0001515,Cultivation -  Small Indoor,Expired,Data Not Available,Black Lion Farms LLC,Riverside,9/9/2019 0:00,9/9/2020 0:00,Annual,Adult-Use,"Chris Martin, Daniel Thompson, Greg Gamet, Laurie Holcomb Thompson",Data Not Available,(720) 352-2380,Data Not Available,10/9/2020 0:00,Limited Liability Company
CCL19-0001516,Cultivation -  Medium Indoor,Expired,Data Not Available,Fourth Pillar Inc,Sacramento,11/25/2019 0:00,11/25/2020 0:00,Provisional,Adult-Use,Alex Aquino,Data Not Available,(510) 812-1600,Data Not Available,12/25/2020 0:00,Corporation
CCL19-0001517,Cultivation -  Small Outdoor,Expired,Data Not Available,"Sunkissed Cannabis, LLC",Sonoma,2/3/2020 0:00,2/3/2022 0:00,Provisional,Adult-Use,Shaun Mordecai,Data Not Available,(707) 791-0934,Data Not Available,3/5/2022 0:00,Limited Liability Company
CCL19-0001518,Cultivation -  Specialty Outdoor,Expired,Data Not Available,"Nurturing Seed, LLC",Mendocino,10/28/2019 0:00,10/28/2022 0:00,Provisional,Medicinal,"Kami Lennox, mike adams",Data Not Available,(707) 472-1329,Data Not Available,11/27/2022 0:00,Limited Liability Company
CCL19-0001519,Cultivation -  Nursery,Active,Data Not Available,Sonoma Cho LLC,Sonoma,7/31/2019 0:00,7/31/2024 0:00,Annual,Adult-Use,"Alicia Wingard, David Wingard II",Data Not Available,(707) 569-4366,Data Not Available,8/4/2023 0:00,Limited Liability Company
CCL19-0001520,Cultivation -  Nursery,Active,Data Not Available,"San Jac Management, LLC",Riverside,6/12/2019 0:00,6/12/2024 0:00,Provisional,Adult-Use,ANDREY SHMYKOV,Data Not Available,(760) 251-3480,Data Not Available,5/25/2023 0:00,Limited Liability Company
CCL19-0001521,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,"Mendocino Ranch Company, LLC",Mendocino,12/20/2019 0:00,12/20/2021 0:00,Provisional,Adult-Use,Linda Perry,Data Not Available,(707) 485-2001,Data Not Available,1/19/2022 0:00,Limited Liability Company
CCL19-0001523,Cultivation -  Specialty Mixed-Light Tier 2,Active,Data Not Available,"Pure Nature, LLC",Humboldt,10/3/2019 0:00,10/3/2024 0:00,Annual,Adult-Use,"April Newlander, Nathan Chevalier",Data Not Available,(707) 223-0508,Data Not Available,9/6/2023 0:00,Limited Liability Company
CCL19-0001524,Cultivation -  Specialty Cottage Indoor,Active,Data Not Available,Governors Cut Cultivation,San Bernardino,8/2/2019 0:00,8/2/2024 0:00,Annual,Adult-Use,"David DeAtley, Derek DeAtley",Data Not Available,(760) 275-7153,Data Not Available,7/19/2023 0:00,Limited Liability Company
CCL19-0001525,Cultivation -  Small Mixed-Light Tier 2,Expired,Data Not Available,"CALIFORNIA NEW WAVE V, LLC",Monterey,6/24/2019 0:00,6/24/2023 0:00,Provisional,Adult-Use,"Anson Kuang, Bo Lun Huang, Christopher Bonham, Darren Carrigan, Hong Zou",Data Not Available,(602) 358-3329,Data Not Available,7/24/2023 0:00,Limited Liability Company
CCL19-0001526,Cultivation -  Medium Outdoor,Expired,Data Not Available,EMERALDHEART FARMS INC,San Luis Obispo,10/23/2019 0:00,10/23/2022 0:00,Provisional,Adult-Use,ELIAS DOUGRAMMATZIS,Data Not Available,(805) 423-4604,Data Not Available,11/22/2022 0:00,Corporation
CCL19-0001527,Cultivation -  Small Outdoor,Not in Operation,Data Not Available,"Impresario Brand, LLC",Mendocino,11/15/2019 0:00,11/15/2024 0:00,Provisional,Adult-Use,MACKENZIE O'DONNELL,Data Not Available,(415) 847-0439,Data Not Available,11/16/2023 0:00,Limited Liability Company
CCL19-0001528,Cultivation -  Medium Outdoor,Expired,Data Not Available,Barter Mountain Roots,Humboldt,9/20/2019 0:00,9/20/2021 0:00,Provisional,Adult-Use,"Dacota Huzzen, Travis Barter",Data Not Available,(707) 499-6579,Data Not Available,10/20/2021 0:00,Corporation
CCL19-0001530,Cultivation -  Small Outdoor,Active,Data Not Available,Steelhead Ranch LLC,Humboldt,9/21/2019 0:00,9/21/2024 0:00,Annual,Adult-Use,Benjamin Carlson,Data Not Available,(206) 719-0031,Data Not Available,8/7/2023 0:00,Limited Liability Company
CCL19-0001531,Cultivation -  Small Indoor,Active,Data Not Available,PROBIOTECK,Los Angeles,12/5/2019 0:00,12/5/2024 0:00,Provisional,Adult-Use,"Erick Spencer, Gene Spencer, KOKO POLOSAJIAN",Data Not Available,(310) 350-0306,Data Not Available,12/1/2023 0:00,General Partnership
CCL19-0001533,Cultivation -  Medium Indoor,Active,Data Not Available,FIREWORX FARMS,Sacramento,8/22/2019 0:00,8/22/2024 0:00,Annual,Adult-Use,"Mansoor Zakaria, Thomas Cologna, Thomas Sheridan",Data Not Available,(916) 905-4906,Data Not Available,7/21/2023 0:00,Limited Liability Company
CCL19-0001540,Cultivation -  Processor,Active,Data Not Available,"Honeydew Farms, LLC",Humboldt,6/25/2019 0:00,6/25/2024 0:00,Annual,Adult-Use,"Alex Moore, Miranda Moore",Data Not Available,(707) 498-9044,Data Not Available,6/7/2023 0:00,Limited Liability Company
CCL19-0001542,Cultivation -  Small Outdoor,Active,Data Not Available,"Mountain Made, LLC",Trinity,10/10/2019 0:00,10/10/2024 0:00,Annual,Adult-Use,Michael Kephart,Data Not Available,(530) 524-1180,Data Not Available,9/25/2023 0:00,Limited Liability Company
CCL19-0001544,Cultivation -  Small Indoor,Active,Data Not Available,Rare Genetics Ltd. Liability Co.,Los Angeles,12/3/2019 0:00,12/3/2024 0:00,Provisional,Adult-Use,"Doane Kiem, Roberto Luo Wen",Data Not Available,(626) 899-6058,Data Not Available,11/27/2023 0:00,Limited Liability Company
CCL19-0001545,Cultivation -  Specialty Indoor,Active,Data Not Available,"Private Line Service, LLC",Los Angeles,8/22/2019 0:00,8/22/2024 0:00,Provisional,Adult-Use,"Alexander Volk, Igor Kirzhner",Data Not Available,(323) 899-3517,Data Not Available,6/28/2023 0:00,Limited Liability Company
CCL19-0001546,Cultivation -  Small Mixed-Light Tier 1,Active,Data Not Available,"Van Patton Garrett, LLC",Trinity,12/6/2019 0:00,12/6/2024 0:00,Provisional,Adult-Use,Kirilka Tsvetkova,Data Not Available,(707) 515-5438,Data Not Available,11/16/2023 0:00,Limited Liability Company
CCL19-0001549,Cultivation -  Small Outdoor,Expired,Data Not Available,The Teurn Family Corporation,Trinity,10/1/2019 0:00,10/1/2022 0:00,Provisional,Adult-Use,Gutsou Teurn,Data Not Available,(916) 208-8314,Data Not Available,10/31/2022 0:00,Corporation
CCL19-0001550,Cultivation -  Specialty Outdoor,Active,Data Not Available,MG GROUP PARTNERS LLC,Nevada,2/21/2020 0:00,2/21/2024 0:00,Annual,Medicinal,Nathan Cozzolino,Data Not Available,(650) 996-2926,Data Not Available,12/23/2023 0:00,Limited Liability Company
CCL19-0001552,Cultivation -  Small Mixed-Light Tier 2,Expired,Data Not Available,Trinity Valley Estate,Trinity,12/11/2019 0:00,12/11/2021 0:00,Annual,Adult-Use,"Andrew Merkel, Dustin Rohleder",Data Not Available,(530) 518-1638,Data Not Available,1/10/2022 0:00,Corporation
CCL19-0001554,Cultivation -  Small Mixed-Light Tier 1,Active,Data Not Available,Mendocino Magic Farms Inc.,Mendocino,7/12/2019 0:00,7/12/2024 0:00,Provisional,Medicinal,Robert Levie,Data Not Available,(707) 272-0690,Data Not Available,7/3/2023 0:00,Corporation
CCL19-0001555,Cultivation -  Nursery,Active,Data Not Available,"Clone Wizards, Inc.",Mendocino,6/24/2019 0:00,6/24/2024 0:00,Provisional,Medicinal,Robert Levie,Data Not Available,(707) 272-0690,Data Not Available,6/27/2023 0:00,Corporation
CCL19-0001561,Cultivation -  Small Mixed-Light Tier 2,Expired,Data Not Available,"CALIFORNIA NEW WAVE V, LLC",Monterey,6/24/2019 0:00,6/24/2023 0:00,Provisional,Adult-Use,"Anson Kuang, Bo Lun Huang, Christopher Bonham, Darren Carrigan, Hong Zou",Data Not Available,(602) 358-3329,Data Not Available,7/24/2023 0:00,Limited Liability Company
CCL19-0001562,Cultivation -  Medium Outdoor,Active,Data Not Available,Double G LLC,Humboldt,12/9/2019 0:00,12/9/2024 0:00,Annual,Adult-Use,"Brad Vogel, marisa murrish",Data Not Available,(707) 223-5151,Data Not Available,10/20/2023 0:00,Limited Liability Company
CCL19-0001563,Cultivation -  Small Outdoor,Expired,Data Not Available,84001 Mina Road LLC,Mendocino,1/31/2020 0:00,1/31/2022 0:00,Provisional,Adult-Use,Steve Travis,Data Not Available,(408) 826-1642,Data Not Available,3/2/2022 0:00,Limited Liability Company
CCL19-0001564,Cultivation -  Small Mixed-Light Tier 1,Active,Data Not Available,"HX Trinity Farm, LLC",Trinity,2/12/2020 0:00,2/12/2024 0:00,Provisional,Adult-Use,Hendrix Xiong,Data Not Available,(209) 665-9018,Data Not Available,12/14/2023 0:00,Limited Liability Company
CCL19-0001565,Cultivation -  Medium Outdoor,Expired,Data Not Available,"Seely Creek Land, LLC",Humboldt,11/2/2019 0:00,11/2/2021 0:00,Provisional,Adult-Use,"Anita Masotto, Karyn Wagner, Ryszard Pirog, Wanda Gortner",Data Not Available,(707) 223-2375,Data Not Available,12/2/2021 0:00,Limited Liability Company
CCL19-0001566,Cultivation -  Small Outdoor,Expired,Data Not Available,Greener Pasture Farms Inc.,Nevada,10/16/2019 0:00,10/16/2022 0:00,Annual,Medicinal,"Bob Roy Harris III, Christopher Johnston, David McFarland, Ryan George",Data Not Available,(530) 277-1098,Data Not Available,11/15/2022 0:00,Corporation
CCL19-0001569,Cultivation -  Specialty Cottage Mixed-Light Tier 2,Expired,Data Not Available,"Pure Nature, LLC",Humboldt,10/4/2019 0:00,10/4/2022 0:00,Provisional,Adult-Use,"April Newlander, Nathan Chevalier",Data Not Available,(707) 223-0508,Data Not Available,11/3/2022 0:00,Limited Liability Company
CCL19-0001571,Cultivation -  Nursery,Active,Data Not Available,"HD Biotech, Inc.",San Bernardino,11/25/2019 0:00,11/25/2024 0:00,Provisional,Medicinal,"Katherine Hall, Melvin Howard, Richard Macias",Data Not Available,(323) 702-1868,Data Not Available,11/27/2023 0:00,Corporation
CCL19-0001572,Cultivation -  Specialty Outdoor,Active,Data Not Available,"Divine Pines, Inc.",Nevada,6/25/2019 0:00,6/25/2024 0:00,Annual,Medicinal,"Carl Cathey, James Moe",Data Not Available,(415) 863-7276,Data Not Available,7/13/2023 0:00,Corporation
CCL19-0001573,Cultivation -  Small Mixed-Light Tier 2,Expired,Data Not Available,"PK INDUSTRIES, LLC",Nevada,10/30/2019 0:00,10/30/2022 0:00,Annual,Medicinal,"Jason Ramsey, Matthew Ramsey",Data Not Available,(831) 345-8559,Data Not Available,11/29/2022 0:00,Limited Liability Company
CCL19-0001578,Cultivation -  Specialty Outdoor,Expired,Data Not Available,26609 Mendocino Pass Road LLC,Mendocino,12/4/2019 0:00,12/4/2020 0:00,Provisional,Adult-Use,Alan Travis,Data Not Available,(209) 986-4143,Data Not Available,1/3/2021 0:00,Limited Liability Company
CCL19-0001580,Cultivation -  Specialty Outdoor,Expired,Data Not Available,ET 162 LLC,Mendocino,1/16/2020 0:00,1/16/2021 0:00,Provisional,Adult-Use,James Rawe,Data Not Available,(707) 489-2573,Data Not Available,2/15/2021 0:00,Limited Liability Company
CCL19-0001581,Cultivation -  Specialty Indoor,Active,Data Not Available,"NZ Group, LLC",Los Angeles,9/16/2019 0:00,9/16/2024 0:00,Provisional,Adult-Use,"Nazir Shuliak, Zinovy Ganopolsky",Data Not Available,(323) 909-0534,Data Not Available,9/14/2023 0:00,Limited Liability Company
CCL19-0001584,Cultivation -  Specialty Mixed-Light Tier 1,Surrendered,Data Not Available,Lantern Farms of Mendocino,Mendocino,8/13/2019 0:00,8/13/2022 0:00,Provisional,Adult-Use,William Nathan,Data Not Available,(805) 861-8222,Data Not Available,6/7/2022 0:00,Corporation
CCL19-0001585,Cultivation -  Small Outdoor,Expired,Data Not Available,"Lily's Green Garden, Inc.",Santa Barbara,5/28/2019 0:00,5/28/2022 0:00,Provisional,Medicinal,"Gerald Goldberg, Joseph Goldberg",Data Not Available,(805) 310-6036,Data Not Available,6/27/2022 0:00,Corporation
CCL19-0001586,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,"Lily's Green Garden, Inc.",Santa Barbara,5/28/2019 0:00,5/28/2022 0:00,Provisional,Medicinal,"Gerald Goldberg, Joseph Goldberg",Data Not Available,(805) 310-6036,Data Not Available,6/27/2022 0:00,Corporation
CCL19-0001587,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,"Lily's Green Garden, Inc.",Santa Barbara,5/28/2019 0:00,5/28/2022 0:00,Provisional,Medicinal,"Gerald Goldberg, Joseph Goldberg",Data Not Available,(805) 310-6036,Data Not Available,6/27/2022 0:00,Corporation
CCL19-0001588,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,"Lily's Green Garden, Inc.",Santa Barbara,5/28/2019 0:00,5/28/2022 0:00,Provisional,Medicinal,"Gerald Goldberg, Joseph Goldberg",Data Not Available,(805) 310-6036,Data Not Available,6/27/2022 0:00,Corporation
CCL19-0001589,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,"Lily's Green Garden, Inc.",Santa Barbara,5/28/2019 0:00,5/28/2022 0:00,Provisional,Medicinal,"Gerald Goldberg, Joseph Goldberg",Data Not Available,(805) 310-6036,Data Not Available,6/27/2022 0:00,Corporation
CCL19-0001590,Cultivation -  Small Mixed-Light Tier 1,Expired,Data Not Available,"Lily's Green Garden, Inc.",Santa Barbara,5/28/2019 0:00,5/28/2022 0:00,Provisional,Medicinal,"Gerald Goldberg, Joseph Goldberg",Data Not Available,(805) 310-6036,Data Not Available,6/27/2022 0:00,Corporation
CCL19-0001593,Cultivation -  Small Outdoor,Active,Data Not Available,Mattole family farm,Humboldt,11/21/2019 0:00,11/21/2024 0:00,Annual,Adult-Use,Michael Salbego,Data Not Available,(707) 629-3543,Data Not Available,11/8/2023 0:00,Limited Liability Company
CCL19-0001594,Cultivation -  Specialty Mixed-Light Tier 1,Expired,Data Not Available,26610 Mendocino Pass Road LLC,Mendocino,1/31/2020 0:00,1/31/2023 0:00,Provisional,Adult-Use,Steve Travis,Data Not Available,(408) 826-1642,Data Not Available,3/2/2023 0:00,Limited Liability Company
